SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1297.00,1313.00,1278.00,1281.80,1278.00,1305.75,1506,7307,9424997.00,
500003,AEGIS LOGIS ,B ,Q,98.65,98.70,96.10,96.45,96.45,98.70,93,8300,806079.00,
500008,AMAR RAJA BA,A ,Q,905.20,913.70,882.70,887.10,887.10,903.50,1878,18955,17046654.00,
500009,A.SARABHAI  ,XD,Q,6.70,8.20,6.68,7.87,7.87,6.85,213,58856,439466.00,
500010,HDFC        ,A ,Q,1113.00,1113.00,1088.00,1103.40,1103.40,1104.15,6285,306913,338288772.00,
500012,ANDHRA PETRO,XC,Q,12.00,12.00,11.11,11.36,11.36,11.70,97,25855,296063.00,
500013,ANSAL INFRAS,B ,Q,20.00,20.30,19.10,19.25,19.25,19.95,511,73163,1451318.00,
500014,APPLE FINANC,XD,Q,1.80,2.06,1.80,1.86,1.99,1.90,28,11598,22660.00,
500020,BOM DYEING  ,B ,Q,48.00,48.25,46.45,46.85,46.85,48.65,755,129202,6104776.00,
500023,ASIANHOTNR  ,B ,Q,120.00,120.00,110.10,110.80,110.10,115.00,10,75,8608.00,
500024,ASSAMCO     ,B ,Q,5.86,6.05,5.63,5.78,5.78,5.74,506,417360,2462932.00,
500027,ATUL LTD.   ,A ,Q,1528.90,1608.00,1523.00,1595.25,1595.25,1540.75,700,4462,7038058.00,
500028,ATV PROJECTS,XT,Q,7.70,8.00,7.70,8.00,8.00,7.76,12,4582,35393.00,
500029,AUTOLITE(I) ,B ,Q,46.50,48.30,46.50,48.30,48.30,47.00,2,123,5721.00,
500031,BAJAJ ELECT.,A ,Q,207.80,211.45,206.35,207.85,207.85,207.05,1617,82094,17183367.00,
500032,BAJAJHIND   ,B ,Q,20.40,20.65,20.00,20.20,20.20,20.60,1602,1040912,21160443.00,
500033,FORCE MOTR  ,B ,Q,3005.50,3129.00,2953.00,3087.50,3087.50,3014.50,15936,252623,770412463.00,
500034,BAJFINANCE  ,A ,Q,6823.00,6917.25,6799.10,6833.30,6855.00,6864.90,747,4423,30387213.00,
