SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1070.15,1072.00,1002.05,1026.05,1026.05,1053.90,1548,8170,8352606.00,
500003,AEGIS LOGIS ,B ,Q,88.60,88.60,81.50,82.10,82.50,84.50,721,22453,1862923.00,
500008,AMAR RAJA BA,A ,Q,870.00,876.90,854.80,860.85,860.85,864.00,960,8452,7268051.00,
500009,A.SARABHAI  ,XD,Q,5.10,5.40,4.88,5.36,5.36,5.15,70,33729,176692.00,
500010,HDFC        ,A ,Q,1056.90,1058.80,1048.50,1054.70,1056.30,1041.90,4092,449689,473248383.00,
500012,ANDHRA PETRO,XC,Q,12.00,13.10,12.00,12.37,12.50,12.34,69,31547,390058.00,
500013,ANSAL INFRAS,B ,Q,15.10,16.80,15.10,15.90,15.90,15.70,166,26678,428592.00,
500014,APPLE FINANC,XD,Q,2.20,2.38,2.15,2.17,2.38,2.24,12,13260,28858.00,
500020,BOM DYEING  ,B ,Q,41.00,41.40,40.05,40.20,40.20,40.35,1223,105501,4272725.00,
500023,ASIANHOTNR  ,B ,Q,99.00,100.30,97.10,100.30,100.30,105.00,10,36,3594.00,
500024,ASSAMCO     ,B ,Q,4.50,4.50,4.17,4.29,4.29,4.26,237,405002,1740195.00,
500027,ATUL LTD.   ,A ,Q,1367.25,1381.00,1354.05,1359.75,1355.00,1363.95,77,345,470800.00,
500028,ATV PROJECTS,XT,Q,7.73,8.39,7.70,8.03,8.34,8.01,30,14050,111882.00,
500029,AUTOLITE(I) ,B ,Q,43.00,44.70,43.00,43.15,43.00,43.15,42,3902,171128.00,
500031,BAJAJ ELECT.,A ,Q,160.90,162.25,156.75,157.35,157.00,159.45,477,19416,3090088.00,
500032,BAJAJHIND   ,B ,Q,15.30,15.30,14.85,14.90,14.90,14.85,521,405053,6079835.00,
500033,FORCE MOTR  ,B ,Q,2309.00,2332.00,2232.00,2242.50,2242.50,2282.50,3982,52861,120351064.00,
500034,BAJFINANCE  ,A ,Q,5795.00,5857.00,5708.85,5802.60,5802.60,5744.55,806,2076,12044852.00,
500038,BALRAM.CHINI,A ,Q,81.00,83.10,80.85,82.40,82.40,80.25,2576,206795,17034317.00,
500039,BANCO PROD. ,B ,Q,93.90,95.70,91.00,92.40,91.80,92.10,527,19997,1845003.00,
500040,CENTURY TEXT,A ,Q,428.90,434.30,423.75,426.45,426.45,426.15,3277,100987,43313434.00,
500041,BANNARI AMAN,B ,Q,1060.00,1097.00,1053.00,1097.00,1097.00,1080.00,13,81,86072.00,
500042,BASF INDIA  ,B ,Q,777.40,786.90,761.90,779.25,779.25,775.50,330,1138,882218.00,
500043,BATA INDIA  ,A ,Q,469.80,471.10,460.00,462.25,463.30,463.70,1258,17554,8193244.00,
500048,BEML LTD    ,A ,Q,982.00,986.50,938.00,953.55,953.55,976.65,3955,50704,48276086.00,
500049,BHARAT ELECT,A ,Q,1080.00,1080.00,1051.60,1057.25,1057.25,1068.85,2264,111587,118433836.00,
500051,BHAG GAS    ,Z ,Q,0.95,1.03,0.95,1.03,1.03,0.99,2,1000,990.00,
500052,BHANSALI ENG,B ,Q,16.15,16.65,15.80,16.15,16.15,16.25,115,17276,279214.00,
500055,BHUSH STEEL ,A ,Q,34.00,34.00,33.00,33.05,33.60,33.25,663,42132,1401196.00,
500058,BIHAR SPONGE,XT,Q,2.27,2.40,2.27,2.27,2.37,2.32,10,1355,3080.00,
500059,BINANI IND. ,B ,Q,53.95,53.95,51.50,51.75,52.00,52.75,47,1692,88862.00,
500060,BIRLA ERIC. ,T ,Q,31.00,32.35,30.45,31.65,31.65,30.95,37,4844,152304.00,
500067,BLUE STAR   ,B ,Q,321.00,325.00,315.00,316.40,315.00,318.90,83,539,173266.00,
500068,DISA INDIA  ,XC,Q,3947.00,3998.50,3800.00,3813.50,3801.00,4000.00,18,112,430257.00,
500069,BNK CAPITAL ,XD,Q,24.00,24.00,23.95,23.95,23.95,25.20,4,45,1079.00,
500074,BPL LTD.    ,B ,Q,27.50,27.50,26.80,27.00,27.00,27.05,166,24640,665445.00,
500078,CAMPH.& ALL ,XC,Q,436.00,436.00,415.00,419.90,421.00,431.10,55,1021,429451.00,
500083,CENTURY EXT ,B ,Q,1.88,1.95,1.85,1.85,1.86,1.90,8,6387,11924.00,
500084,CESC LTD.   ,A ,Q,432.00,443.80,421.70,434.55,437.00,431.05,2216,41832,18106153.00,
500085,CHAMBAL FERT,B ,Q,57.75,57.75,55.10,55.60,55.60,55.70,1185,43150,2409050.00,
500086,EXIDE IND.  ,A ,Q,130.00,130.00,125.00,129.30,129.30,126.05,1683,148282,18966611.00,
500087,CIPLA LTD.  ,A ,Q,517.00,527.30,517.00,523.75,523.75,518.25,2145,66205,34662189.00,
500089,DIC INDIA   ,B ,Q,524.00,528.50,515.00,519.25,527.00,518.50,28,2409,1259402.00,
500092,CRISIL LTD  ,A ,Q,1790.00,1818.80,1785.10,1795.85,1791.00,1784.00,188,1731,3103150.00,
500093,CROMPT.GREAV,A ,Q,126.00,128.90,122.85,127.80,127.80,124.75,8858,1271963,159875790.00,
500096,DABUR (I)   ,A ,Q,240.00,245.00,238.40,240.35,240.35,238.40,921,30591,7354901.00,
500097,DALMIASUG   ,B ,Q,64.00,65.00,62.45,62.50,62.50,64.15,52,4979,316981.00,
500101,ARVIND Ltd  ,A ,Q,266.00,267.30,246.90,254.85,254.85,262.70,5867,373858,95511657.00,
500102,BALARPUR IND,B ,Q,12.85,12.85,12.30,12.40,12.40,12.45,376,119825,1488418.00,
500103,BHEL        ,A ,Q,95.25,96.65,93.80,95.10,95.10,94.35,6512,954451,90890979.00,
500104,HIND.PETRO  ,A ,Q,653.90,664.50,640.00,661.05,661.05,642.50,5274,120658,78668146.00,
500106,IFCI LTD    ,A ,Q,20.60,21.10,20.55,21.00,21.00,20.40,1238,632589,13189423.00,
500108,MAHA.TELE   ,B ,Q,17.10,17.10,16.70,16.95,16.95,16.75,970,339644,5743479.00,
500109,MRPL        ,A ,Q,56.60,56.65,54.60,55.05,55.05,56.00,335,58475,3233663.00,
500110,CHENNAI PET.,B ,Q,180.00,180.15,169.55,171.40,171.40,177.75,1846,61732,10645059.00,
500111,REL.CAP.    ,A ,Q,327.05,328.00,316.00,324.60,324.60,322.40,9904,497578,160668679.00,
500112,STATE BANK  ,A ,Q,155.30,158.50,152.75,156.25,156.25,151.90,24691,2664596,415045912.00,
500113,STEEL AUTH. ,A ,Q,35.30,35.30,34.25,34.70,34.70,34.55,1337,374988,13001908.00,
500114,TITAN       ,A ,Q,328.10,336.80,325.10,330.60,330.60,324.80,3056,70421,23387732.00,
500116,IDBI BANK L ,A ,Q,57.90,57.90,55.05,55.65,55.65,56.20,3059,511007,28621278.00,
500117,DCW LTD.    ,B ,Q,19.80,19.90,19.20,19.35,19.35,19.50,254,46486,905030.00,
500119,DHAMPUR SUGA,B ,Q,57.75,58.45,55.90,56.45,56.45,56.55,456,26470,1505788.00,
500120,DIAMINES&CHM,XD,Q,30.70,33.90,30.70,33.40,33.40,33.50,10,915,30164.00,
500123,ELANTAS     ,B ,Q,1175.00,1220.00,1170.25,1208.75,1208.75,1171.50,682,4896,5878634.00,
500124,DR.REDDY'S  ,A ,Q,3019.00,3034.40,2960.25,2992.90,2992.90,2993.25,3175,30937,92401637.00,
500125,E.I.D.PAR   ,A ,Q,168.50,172.25,167.00,167.80,167.80,170.30,869,29143,4907982.00,
500126,MERCK LTD   ,B ,Q,639.75,649.00,637.00,640.75,646.50,636.50,196,1587,1016292.00,
500128,ELEC.CASTING,B ,Q,17.30,17.30,16.95,17.00,17.00,17.15,131,27385,468123.00,
500132,EMPEE SUGARS,XD,Q,4.99,4.99,4.60,4.78,4.78,4.74,17,9775,47141.00,
500133,ESAB INDIA  ,B ,Q,480.00,485.50,467.00,470.00,470.00,470.75,28,340,160735.00,
500135,ESSEL PROP  ,B ,Q,138.00,138.50,133.55,134.75,134.90,136.05,518,2395,323737.00,
500136,ESTER INDUS.,B ,Q,38.45,38.45,35.40,35.90,36.10,37.35,1366,112600,4065016.00,
