SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1219.00,1219.60,1205.00,1211.45,1211.45,1215.70,811,3899,4716602.00,
500003,AEGIS LOGIS ,B ,Q,117.50,122.00,117.00,121.15,121.15,116.35,2520,327438,39112067.00,
500008,AMAR RAJA BA,A ,Q,836.00,838.60,829.00,834.90,834.90,837.80,861,9669,8070079.00,
500009,A.SARABHAI  ,XD,Q,7.46,8.34,7.46,7.65,7.65,7.80,43,5306,40897.00,
500010,HDFC        ,A ,Q,1247.00,1258.95,1243.25,1250.45,1250.45,1251.70,2587,52771,65963173.00,
500012,ANDHRA PETRO,XC,Q,13.85,13.85,13.35,13.64,13.70,13.31,128,45385,616399.00,
500013,ANSAL INFRAS,B ,Q,21.20,22.95,21.15,22.65,22.85,21.00,779,105523,2347176.00,
500014,APPLE FINANC,XD,Q,2.27,2.27,2.10,2.25,2.25,2.18,22,14433,32118.00,
500020,BOM DYEING  ,B ,Q,43.20,43.70,43.05,43.35,43.35,43.15,494,84914,3681072.00,
500023,ASIANHOTNR  ,B ,Q,109.70,110.00,105.10,105.10,105.10,106.00,7,535,58605.00,
500024,ASSAMCO     ,B ,Q,4.97,5.14,4.86,4.98,4.97,4.83,239,164106,820985.00,
500027,ATUL LTD.   ,A ,Q,1890.00,1905.00,1885.05,1888.30,1885.10,1882.85,124,883,1673771.00,
500028,ATV PROJECTS,XT,Q,6.53,6.88,6.53,6.65,6.63,6.77,13,2045,13548.00,
500029,AUTOLITE(I) ,B ,Q,49.15,51.75,49.15,51.10,51.10,49.70,9,401,20084.00,
500030,AUTORID.FIN ,T ,Q,0.60,0.60,0.60,0.60,0.60,0.60,1,200,120.00,
500031,BAJAJ ELECT.,A ,Q,221.50,221.50,217.60,218.55,218.00,220.25,345,17696,3879008.00,
500032,BAJAJHIND   ,B ,Q,20.40,20.40,19.85,20.00,19.90,20.05,785,571724,11476304.00,
500033,FORCE MOTR  ,B ,Q,2965.00,2982.50,2920.00,2938.50,2938.50,2954.10,4178,51088,150806634.00,
500034,BAJFINANCE  ,A ,Q,7800.00,7850.00,7667.00,7703.40,7703.40,7777.35,1177,4851,37624408.00,
500038,BALRAM.CHINI,A ,Q,117.15,118.70,115.40,118.00,118.00,116.65,2485,309386,36318711.00,
500039,BANCO PROD. ,B ,Q,138.00,139.00,136.00,136.95,137.80,136.90,406,25377,3497331.00,
500040,CENTURY TEXT,A ,Q,625.00,644.00,618.10,641.85,641.85,615.20,4480,162183,102730857.00,
500041,BANNARI AMAN,B ,Q,1819.85,1819.85,1785.15,1790.00,1790.00,1789.40,7,179,320535.00,
500042,BASF INDIA  ,B ,Q,994.40,1005.00,982.00,993.10,985.80,990.45,416,11812,11704697.00,
500043,BATA INDIA  ,A ,Q,557.30,559.20,550.00,553.60,553.60,558.60,770,14543,8072940.00,
500048,BEML LTD    ,A ,Q,839.90,849.75,833.00,837.10,837.10,834.65,1744,19193,16125751.00,
500049,BHARAT ELECT,A ,Q,1189.50,1220.05,1189.50,1214.45,1214.45,1183.95,4884,67846,81864024.00,
500051,BHAG GAS    ,Z ,Q,0.52,0.52,0.52,0.52,0.52,0.52,6,1630,847.00,
500052,BHANSALI ENG,B ,Q,19.85,21.00,19.85,20.55,20.55,19.95,165,36994,761510.00,
500055,BHUSH STEEL ,A ,Q,35.40,35.50,35.10,35.20,35.20,35.00,123,13530,477186.00,
500058,BIHAR SPONGE,XT,Q,2.11,2.15,2.11,2.12,2.11,2.19,23,18879,39852.00,
500059,BINANI IND. ,B ,Q,64.00,66.75,64.00,65.50,65.95,64.55,83,4327,282108.00,
500060,BIRLA ERIC. ,T ,Q,35.15,36.60,35.10,35.80,36.00,36.05,16,1527,54373.00,
500067,BLUE STAR   ,B ,Q,425.00,437.85,421.00,433.70,433.70,426.30,416,7038,3021861.00,
500068,DISA INDIA  ,XC,Q,3600.05,3949.90,3600.05,3908.00,3900.00,3652.70,135,785,3009353.00,
500069,BNK CAPITAL ,XD,Q,28.70,30.10,28.70,29.75,29.45,30.10,9,270,7984.00,
500074,BPL LTD.    ,B ,Q,30.00,30.50,29.55,30.00,30.15,30.05,75,17932,541559.00,
500078,CAMPH.& ALL ,XC,Q,553.00,560.00,531.50,540.70,547.80,537.75,56,1126,616902.00,
500083,CENTURY EXT ,B ,Q,1.90,1.90,1.75,1.84,1.84,1.82,9,9500,16945.00,
500084,CESC LTD.   ,A ,Q,568.50,568.50,550.85,555.15,553.05,561.95,1825,37622,20925617.00,
500085,CHAMBAL FERT,B ,Q,64.95,65.70,64.65,64.80,64.80,64.75,320,46379,3016000.00,
500086,EXIDE IND.  ,A ,Q,162.40,162.75,160.15,161.65,162.00,161.55,1360,81517,13174181.00,
500087,CIPLA LTD.  ,A ,Q,467.90,472.00,467.10,468.75,468.75,467.65,3621,109603,51447850.00,
500089,DIC INDIA   ,B ,Q,556.00,556.00,555.50,556.00,556.00,545.05,3,202,112311.00,
500092,CRISIL LTD  ,A ,Q,2251.35,2305.00,2240.00,2253.30,2250.00,2280.05,140,611,1389230.00,
500093,CROMPT.GREAV,A ,Q,71.50,72.10,70.35,71.25,71.25,70.55,2906,451163,32174869.00,
500096,DABUR (I)   ,A ,Q,305.75,307.85,303.55,306.45,307.00,303.20,1715,55861,17111925.00,
500097,DALMIASUG   ,B ,Q,98.00,99.90,96.50,97.75,97.75,97.50,489,37381,3682313.00,
500101,ARVIND Ltd  ,A ,Q,307.55,315.00,307.55,313.15,313.15,308.90,3878,129274,40312728.00,
500102,BALARPUR IND,B ,Q,15.85,16.00,15.65,15.75,15.75,15.95,129,59753,942380.00,
500103,BHEL        ,A ,Q,119.80,120.70,117.80,119.25,119.25,118.05,7059,903131,107584059.00,
500104,HIND.PETRO  ,A ,Q,923.00,928.40,904.00,906.10,906.10,922.05,4243,109608,100040998.00,
500106,IFCI LTD    ,A ,Q,24.25,24.40,23.85,24.10,24.10,23.85,857,643279,15501670.00,
500108,MAHA.TELE   ,B ,Q,19.20,19.35,18.55,18.65,18.65,19.10,671,293166,5543447.00,
500109,MRPL        ,A ,Q,68.00,68.70,67.15,67.85,67.85,67.75,697,80155,5430929.00,
500110,CHENNAI PET.,B ,Q,198.90,200.40,195.70,197.45,197.45,197.75,909,55771,10984515.00,
500111,REL.CAP.    ,A ,Q,406.00,412.55,401.55,411.10,411.10,404.95,9011,451286,184203828.00,
500112,STATE BANK  ,A ,Q,200.00,210.90,200.00,209.80,209.80,199.05,58804,6382200,1314133310.00,
500113,STEEL AUTH. ,A ,Q,41.40,42.15,41.30,41.85,41.85,41.40,1186,320300,13362327.00,
500114,TITAN       ,A ,Q,354.85,360.80,354.70,359.45,359.45,353.65,2093,55022,19706591.00,
500116,IDBI BANK L ,A ,Q,65.80,66.35,64.55,65.80,65.80,64.85,2533,590621,38699983.00,
500117,DCW LTD.    ,B ,Q,28.25,28.25,27.50,27.80,27.80,28.05,239,76259,2126791.00,
500119,DHAMPUR SUGA,B ,Q,101.85,102.80,99.00,101.25,101.25,101.65,2650,282228,28660236.00,
500120,DIAMINES&CHM,XD,Q,40.85,40.85,39.00,39.10,39.10,40.85,29,3263,130112.00,
500123,ELANTAS     ,B ,Q,1500.00,1508.00,1500.00,1500.30,1500.30,1506.15,57,709,1063941.00,
500124,DR.REDDY'S  ,A ,Q,3127.00,3182.80,3127.00,3157.75,3151.00,3151.85,3514,37561,118364522.00,
500125,E.I.D.PAR   ,A ,Q,245.25,254.50,245.25,249.65,249.65,247.45,1346,55805,13962017.00,
500126,MERCK LTD   ,B ,Q,725.00,729.00,723.35,727.40,728.80,725.50,114,1923,1399322.00,
500128,ELEC.CASTING,B ,Q,17.10,17.60,17.10,17.45,17.45,17.30,124,36508,635266.00,
500132,EMPEE SUGARS,XD,Q,6.85,6.85,6.60,6.85,6.85,6.53,38,19626,134277.00,
500133,ESAB INDIA  ,B ,Q,579.00,579.00,558.05,559.75,560.00,575.65,9,51,28575.00,
500135,ESSEL PROP  ,B ,Q,187.75,189.00,185.10,188.15,188.00,185.80,269,5027,941595.00,
500136,ESTER INDUS.,B ,Q,53.85,56.50,53.85,54.10,54.00,53.55,600,36332,1990325.00,
500139,FEDDER.LLYOD,B ,Q,69.10,70.40,68.75,69.45,69.45,68.90,252,22992,1600806.00,
