SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,976.80,976.85,965.00,973.00,973.00,968.25,620,3536,3437064.00,
500003,AEGIS LOGIS ,B ,Q,93.75,107.00,91.30,103.40,103.40,93.45,2741,185437,18875483.00,
500008,AMAR RAJA BA,A ,Q,825.60,842.00,825.10,837.05,841.90,819.10,796,8982,7483183.00,
500009,A.SARABHAI  ,B ,Q,6.60,6.80,6.43,6.69,6.55,6.41,47,71355,467862.00,
500010,HDFC        ,A ,Q,1148.00,1187.60,1145.60,1177.60,1177.60,1148.20,3417,60231,70741786.00,
500012,ANDHRA PETRO,B ,Q,13.20,13.25,12.80,13.06,13.06,13.03,169,107730,1395899.00,
500013,ANSAL INFRAS,B ,Q,18.65,18.85,18.45,18.55,18.55,18.75,322,45952,859009.00,
500014,APPLE FINANC,B ,Q,2.24,2.49,2.15,2.39,2.38,2.49,31,12018,28101.00,
500020,BOM DYEING  ,B ,Q,53.25,54.00,52.20,53.35,53.35,53.10,792,123453,6565961.00,
500024,ASSAMCO     ,B ,Q,5.62,5.69,5.45,5.69,5.69,5.42,381,450601,2538135.00,
500027,ATUL LTD.   ,A ,Q,1448.70,1468.00,1441.05,1451.80,1441.05,1450.10,85,691,1006421.00,
500028,ATV PROJECTS,T ,Q,7.95,8.60,7.95,8.04,8.04,8.35,32,3897,31372.00,
500029,AUTOLITE(I) ,B ,Q,56.95,60.90,53.60,60.45,60.45,56.05,724,50509,2981780.00,
500030,AUTORID.FIN ,B ,Q,0.91,0.91,0.91,0.91,0.91,0.95,1,200,182.00,
500031,BAJAJ ELECT.,A ,Q,183.00,185.00,180.70,182.75,182.75,181.80,702,25029,4571104.00,
500032,BAJAJHIND   ,B ,Q,16.85,16.95,16.35,16.80,16.80,16.35,707,420110,7008879.00,
500033,FORCE MOTR  ,B ,Q,2706.00,2783.50,2655.00,2737.50,2737.50,2706.50,7263,73734,201051416.00,
