SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1227.95,1242.00,1220.40,1230.30,1230.30,1232.00,536,2262,2779009.00,
500003,AEGIS LOGIS ,B ,Q,122.70,122.90,119.95,121.45,121.60,122.05,887,76041,9202305.00,
500008,AMAR RAJA BA,A ,Q,865.00,866.35,850.00,863.35,863.35,861.00,400,4753,4104442.00,
500009,A.SARABHAI  ,XD,Q,7.50,7.96,7.05,7.29,7.29,7.54,48,17781,131801.00,
500010,HDFC        ,A ,Q,1235.00,1241.90,1225.05,1238.20,1238.20,1237.75,3524,174373,214853597.00,
500012,ANDHRA PETRO,XC,Q,12.90,13.09,12.85,12.96,12.90,13.01,100,48766,631087.00,
500013,ANSAL INFRAS,B ,Q,21.05,21.75,20.90,20.95,20.95,21.05,133,28844,612129.00,
500014,APPLE FINANC,XD,Q,2.19,2.29,2.12,2.28,2.28,2.10,23,11922,26659.00,
500020,BOM DYEING  ,B ,Q,48.95,49.80,46.05,46.30,46.30,48.20,9753,2019393,96703892.00,
500023,ASIANHOTNR  ,B ,Q,105.10,105.10,105.00,105.00,105.00,105.00,3,95,9980.00,
500024,ASSAMCO     ,B ,Q,5.75,6.66,5.70,6.57,6.57,5.78,2830,2519470,16117056.00,
500027,ATUL LTD.   ,A ,Q,1888.00,1904.20,1872.00,1884.20,1872.05,1874.70,86,3159,5970836.00,
500028,ATV PROJECTS,XT,Q,6.80,7.00,6.62,6.75,6.75,6.87,9,1961,13333.00,
500029,AUTOLITE(I) ,B ,Q,48.00,49.35,47.55,48.20,48.50,49.05,11,394,19081.00,
500031,BAJAJ ELECT.,A ,Q,224.00,225.80,222.00,222.60,222.60,224.55,285,8709,1951102.00,
500032,BAJAJHIND   ,B ,Q,20.70,21.05,19.90,20.10,20.10,20.60,1639,889855,18229645.00,
500033,FORCE MOTR  ,B ,Q,2959.00,3033.00,2918.00,2932.80,2932.80,2948.45,13713,196937,587133897.00,
500034,BAJFINANCE  ,A ,Q,7592.70,7645.00,7571.65,7588.50,7600.00,7601.70,537,2825,21475888.00,
500038,BALRAM.CHINI,A ,Q,121.00,122.50,116.55,117.25,117.25,119.45,3347,249714,29896469.00,
500039,BANCO PROD. ,B ,Q,142.10,144.35,140.40,140.85,140.85,141.80,454,52449,7462092.00,
500040,CENTURY TEXT,A ,Q,657.00,660.25,634.50,636.80,636.80,651.80,11259,390296,251555595.00,
500041,BANNARI AMAN,B ,Q,2030.00,2030.00,1971.00,1977.05,1971.00,1956.50,67,263,526235.00,
500042,BASF INDIA  ,B ,Q,1025.00,1060.00,1022.10,1030.45,1030.45,1011.45,1302,11145,11637629.00,
500043,BATA INDIA  ,A ,Q,535.55,538.95,527.70,530.75,531.30,537.60,1238,165048,88248489.00,
500048,BEML LTD    ,A ,Q,865.00,865.75,842.10,846.85,846.85,858.15,1705,28466,24256730.00,
500049,BHARAT ELECT,A ,Q,1288.00,1289.00,1252.50,1263.50,1263.50,1284.70,1854,28277,35813097.00,
500051,BHAG GAS    ,Z ,Q,0.54,0.58,0.54,0.58,0.58,0.56,2,1700,926.00,
500052,BHANSALI ENG,B ,Q,20.00,20.50,19.70,19.90,19.90,20.00,74,14635,294202.00,
500055,BHUSH STEEL ,A ,Q,39.65,40.00,38.55,38.90,38.55,39.65,227,26485,1038415.00,
500058,BIHAR SPONGE,XT,Q,2.51,2.60,2.51,2.60,2.60,2.59,5,1000,2573.00,
500059,BINANI IND. ,B ,Q,74.80,75.80,73.20,73.60,73.60,74.00,233,20777,1547453.00,
500060,BIRLA ERIC. ,T ,Q,35.55,36.95,35.50,36.30,36.30,35.90,42,1668,60075.00,
500067,BLUE STAR   ,B ,Q,428.95,430.95,426.10,428.10,427.05,423.85,155,8148,3497262.00,
500068,DISA INDIA  ,XC,Q,3950.00,3950.00,3885.00,3885.00,3885.00,3900.00,2,7,27325.00,
500069,BNK CAPITAL ,XD,Q,29.45,30.45,29.45,30.45,30.45,29.45,2,505,14877.00,
500074,BPL LTD.    ,B ,Q,28.90,31.40,28.75,29.70,29.70,28.95,873,148998,4479715.00,
500078,CAMPH.& ALL ,XC,Q,517.00,530.00,515.00,521.40,521.00,520.00,43,1623,845402.00,
500083,CENTURY EXT ,B ,Q,2.25,2.25,2.19,2.19,2.19,2.30,22,52857,116317.00,
500084,CESC LTD.   ,A ,Q,585.20,592.15,573.10,576.45,576.45,581.95,3477,78505,45754839.00,
500085,CHAMBAL FERT,B ,Q,69.10,70.00,68.45,68.80,68.80,69.55,1174,87427,6057637.00,
500086,EXIDE IND.  ,A ,Q,163.50,163.85,160.00,161.20,161.20,162.50,965,93421,15129004.00,
500087,CIPLA LTD.  ,A ,Q,483.05,486.70,480.30,483.50,483.50,482.85,2889,365944,176854336.00,
500089,DIC INDIA   ,B ,Q,601.00,640.00,601.00,611.50,605.50,596.75,557,11419,7157498.00,
500092,CRISIL LTD  ,A ,Q,2140.00,2160.00,2120.15,2125.05,2121.00,2160.50,121,583,1247759.00,
500093,CROMPT.GREAV,A ,Q,73.00,73.05,71.55,72.25,72.25,72.40,1656,369028,26633185.00,
500096,DABUR (I)   ,A ,Q,309.70,313.50,308.15,309.60,309.60,309.85,912,33941,10543941.00,
500097,DALMIASUG   ,B ,Q,117.10,118.65,110.75,111.40,111.20,116.15,1183,84763,9765966.00,
500101,ARVIND Ltd  ,A ,Q,332.00,334.70,322.00,324.15,324.15,327.00,19339,1197177,393158212.00,
500102,BALARPUR IND,B ,Q,15.90,16.00,15.65,15.70,15.70,15.80,255,206921,3277484.00,
500103,BHEL        ,A ,Q,122.60,123.15,121.55,122.60,122.60,121.85,2736,409383,50072187.00,
500104,HIND.PETRO  ,A ,Q,931.00,935.00,918.00,925.10,925.00,930.90,958,30026,27797678.00,
500106,IFCI LTD    ,A ,Q,25.70,25.80,25.25,25.35,25.35,25.65,590,482525,12315835.00,
500108,MAHA.TELE   ,B ,Q,21.40,21.80,20.65,20.80,20.80,21.20,1207,501997,10567219.00,
500109,MRPL        ,A ,Q,66.00,66.35,65.40,65.55,65.55,65.70,444,54866,3604413.00,
