SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1090.75,1090.75,1040.00,1053.90,1065.00,1077.25,1443,9059,9632833.00,
500003,AEGIS LOGIS ,B ,Q,86.10,86.65,84.15,84.50,84.90,84.70,145,10209,867696.00,
500008,AMAR RAJA BA,A ,Q,882.00,890.00,854.50,864.00,860.00,883.15,1755,15526,13532919.00,
500009,A.SARABHAI  ,XD,Q,5.19,5.44,5.15,5.15,5.15,4.95,29,6625,34512.00,
500010,HDFC        ,A ,Q,1025.00,1049.95,1012.00,1041.90,1041.90,1022.95,3545,267190,273653508.00,
500012,ANDHRA PETRO,XC,Q,12.90,12.90,12.10,12.34,12.31,12.50,44,17454,214749.00,
500013,ANSAL INFRAS,B ,Q,15.10,16.05,15.10,15.70,15.60,15.65,50,2750,43456.00,
500014,APPLE FINANC,XD,Q,2.16,2.25,2.15,2.24,2.25,2.18,15,12002,26487.00,
500020,BOM DYEING  ,B ,Q,41.50,41.80,40.20,40.35,40.35,41.25,699,107753,4394426.00,
500024,ASSAMCO     ,B ,Q,4.37,4.50,4.10,4.26,4.30,4.28,237,185602,787856.00,
500027,ATUL LTD.   ,A ,Q,1363.25,1381.00,1354.10,1363.95,1365.60,1357.00,62,15246,20887174.00,
500028,ATV PROJECTS,XT,Q,8.31,8.39,7.93,8.01,8.01,8.34,29,12468,100144.00,
500029,AUTOLITE(I) ,B ,Q,43.00,44.40,42.80,43.15,43.15,43.50,13,994,42978.00,
500031,BAJAJ ELECT.,A ,Q,162.65,164.00,158.40,159.45,159.45,162.25,329,19503,3147434.00,
500032,BAJAJHIND   ,B ,Q,15.05,15.20,14.80,14.85,14.85,14.85,763,383265,5757112.00,
500033,FORCE MOTR  ,B ,Q,2311.50,2320.00,2265.50,2282.50,2282.50,2290.00,3643,38312,87969183.00,
500034,BAJFINANCE  ,A ,Q,5830.50,5848.45,5612.60,5744.55,5744.55,5830.70,1565,4755,27069261.00,
500038,BALRAM.CHINI,A ,Q,80.70,82.35,79.50,80.25,80.80,79.85,1465,191184,15488947.00,
500039,BANCO PROD. ,B ,Q,91.00,93.00,90.30,92.10,91.50,92.50,249,16227,1485322.00,
500040,CENTURY TEXT,A ,Q,440.80,444.95,423.30,426.15,426.15,439.85,2297,78264,33934374.00,
500041,BANNARI AMAN,B ,Q,1120.00,1144.00,1080.00,1080.00,1080.00,1075.00,11,36,39622.00,
500042,BASF INDIA  ,B ,Q,767.80,779.90,753.00,775.50,775.50,766.05,241,1665,1273997.00,
500043,BATA INDIA  ,A ,Q,464.00,471.45,454.50,463.70,463.70,463.90,1729,21632,9968692.00,
500048,BEML LTD    ,A ,Q,1033.95,1040.00,967.15,976.65,976.65,1017.95,10943,134380,134889359.00,
500049,BHARAT ELECT,A ,Q,1109.90,1109.90,1053.90,1068.85,1068.85,1091.00,3855,38881,42098441.00,
500052,BHANSALI ENG,B ,Q,16.20,16.60,16.20,16.25,16.25,16.25,18,6493,105534.00,
500055,BHUSH STEEL ,A ,Q,33.70,33.95,33.10,33.25,33.10,33.65,261,33137,1109410.00,
500058,BIHAR SPONGE,XT,Q,2.32,2.55,2.32,2.32,2.32,2.44,23,18365,42789.00,
500059,BINANI IND. ,B ,Q,53.00,53.85,52.50,52.75,52.90,53.05,30,1594,84823.00,
500060,BIRLA ERIC. ,T ,Q,33.00,33.40,30.60,30.95,32.40,32.05,40,12505,397243.00,
500067,BLUE STAR   ,B ,Q,317.00,321.55,314.00,318.90,315.55,319.35,92,1645,521803.00,
500068,DISA INDIA  ,XC,Q,3975.00,4010.00,3975.00,4000.00,4000.00,3999.50,9,223,892075.00,
500069,BNK CAPITAL ,XD,Q,23.05,25.20,23.05,25.20,25.20,24.25,4,112,2590.00,
500074,BPL LTD.    ,B ,Q,28.25,28.25,26.75,27.05,27.25,27.60,91,17745,490137.00,
500078,CAMPH.& ALL ,XC,Q,426.00,438.00,426.00,431.10,427.00,439.20,47,697,302184.00,
500083,CENTURY EXT ,B ,Q,2.00,2.02,1.88,1.90,1.88,1.96,14,15030,28699.00,
500084,CESC LTD.   ,A ,Q,440.00,440.45,428.50,431.05,429.05,438.60,1444,21904,9519031.00,
500085,CHAMBAL FERT,B ,Q,56.35,56.60,55.00,55.70,55.60,56.30,183,15232,850002.00,
500086,EXIDE IND.  ,A ,Q,130.00,133.75,124.70,126.05,126.40,128.15,2080,223721,28948888.00,
500087,CIPLA LTD.  ,A ,Q,515.00,520.75,510.50,518.25,518.25,513.80,2033,57921,29979503.00,
500089,DIC INDIA   ,B ,Q,518.00,530.00,516.50,518.50,516.50,516.00,60,1333,696820.00,
500092,CRISIL LTD  ,A ,Q,1830.00,1830.00,1780.00,1784.00,1780.00,1818.60,69,335,599030.00,
500093,CROMPT.GREAV,A ,Q,135.05,142.80,122.65,124.75,124.75,134.75,56905,14830143,1975895518.00,
500096,DABUR (I)   ,A ,Q,236.40,241.50,233.80,238.40,238.45,236.35,1381,48000,11383537.00,
500097,DALMIASUG   ,B ,Q,65.00,65.00,64.05,64.15,64.05,63.40,45,5756,371852.00,
500101,ARVIND Ltd  ,A ,Q,268.50,269.60,261.40,262.70,262.70,269.00,4263,214981,57055395.00,
500102,BALARPUR IND,B ,Q,12.90,12.90,12.25,12.45,12.45,12.40,283,72689,908643.00,
500103,BHEL        ,A ,Q,94.80,94.90,91.40,94.35,94.35,93.60,10926,1623176,151883016.00,
500104,HIND.PETRO  ,A ,Q,656.00,656.00,636.00,642.50,642.50,653.30,4733,127944,82694997.00,
500106,IFCI LTD    ,A ,Q,20.50,20.85,20.20,20.40,20.40,20.40,949,638728,13066899.00,
500108,MAHA.TELE   ,B ,Q,16.90,17.00,16.60,16.75,16.75,16.85,326,105127,1767719.00,
500109,MRPL        ,A ,Q,55.80,56.35,55.05,56.00,56.20,55.75,344,35562,1983868.00,
500110,CHENNAI PET.,B ,Q,172.60,181.95,172.40,177.75,177.75,171.40,3118,104597,18641127.00,
500111,REL.CAP.    ,A ,Q,324.70,331.50,318.00,322.40,322.40,324.05,11197,528385,171429931.00,
500112,STATE BANK  ,A ,Q,157.60,158.15,151.30,151.90,151.90,156.70,26020,2781627,428624317.00,
500113,STEEL AUTH. ,A ,Q,35.50,35.65,34.35,34.55,34.55,35.40,1163,362084,12647721.00,
500114,TITAN       ,A ,Q,339.75,339.75,322.70,324.80,324.80,327.40,1659,41212,13455590.00,
500116,IDBI BANK L ,A ,Q,58.50,58.50,55.60,56.20,56.20,56.40,1966,335677,18965341.00,
500117,DCW LTD.    ,B ,Q,19.50,20.00,19.45,19.50,19.50,19.60,295,81731,1605294.00,
500119,DHAMPUR SUGA,B ,Q,57.10,58.00,55.00,56.55,56.55,57.00,692,70764,3974454.00,
500120,DIAMINES&CHM,XD,Q,34.00,34.00,33.40,33.50,33.50,31.60,3,200,6746.00,
500123,ELANTAS     ,B ,Q,1187.25,1197.00,1165.00,1171.50,1165.00,1183.00,140,1232,1452733.00,
500124,DR.REDDY'S  ,A ,Q,3030.00,3030.00,2985.00,2993.25,2993.25,3013.45,2589,27990,83957940.00,
500125,E.I.D.PAR   ,A ,Q,161.10,173.90,161.10,170.30,170.30,162.25,2543,135536,23023584.00,
500126,MERCK LTD   ,B ,Q,645.25,649.75,633.00,636.50,636.50,646.75,151,5367,3446906.00,
500128,ELEC.CASTING,B ,Q,17.25,17.35,17.00,17.15,17.15,16.95,116,45103,773669.00,
500132,EMPEE SUGARS,XD,Q,5.13,5.40,4.72,4.74,4.78,5.09,26,9464,46586.00,
500133,ESAB INDIA  ,B ,Q,455.00,480.00,452.00,470.75,480.00,451.00,17,338,156170.00,
500135,ESSEL PROP  ,B ,Q,137.95,138.60,135.75,136.05,136.00,137.65,71,1888,257638.00,
500136,ESTER INDUS.,B ,Q,42.80,42.80,35.75,37.35,37.35,42.00,1933,162088,6176847.00,
500139,FEDDER.LLYOD,B ,Q,62.50,64.35,60.70,61.00,61.00,62.75,788,55787,3476483.00,
500141,FERRO ALLOYS,XD,Q,4.57,4.57,4.41,4.43,4.50,4.53,35,14812,66446.00,
500144,FINOL. CABLE,A ,Q,239.90,239.90,235.00,238.90,238.90,237.25,57,1226,291539.00,
500147,CMI FPE     ,XC,Q,370.00,370.00,370.00,370.00,370.00,368.50,2,20,7400.00,
500148,UFLEX LTD   ,B ,Q,138.00,139.00,135.55,136.20,136.00,137.90,256,9852,1354309.00,
500150,FOSECO INDIA,B ,Q,1085.00,1085.00,1077.50,1078.50,1080.50,1093.75,18,156,168378.00,
500151,GOLDEN TOB  ,B ,Q,34.50,35.50,33.80,35.00,35.00,34.15,39,3969,136020.00,
500153,GANESH BENZO,XD,Q,17.55,18.25,17.35,17.60,17.60,17.85,37,8627,151801.00,
500155,GARDEN SILK ,B ,Q,22.05,22.10,21.70,21.85,21.85,21.95,18,1529,33544.00,
500159,METROGLOBL  ,XC,Q,66.00,66.00,66.00,66.00,66.00,64.10,8,932,61512.00,
500160,GTL LTD.    ,B ,Q,11.30,11.53,11.10,11.23,11.23,11.34,112,17878,201636.00,
500162,PARRYSUGR   ,B ,Q,24.00,24.00,24.00,24.00,24.00,24.00,1,62,1488.00,
500163,GODFREY PH  ,B ,Q,1104.95,1113.05,1056.00,1061.60,1061.60,1095.80,2832,25408,27410341.00,
500164,GODREJ IND  ,A ,Q,313.10,317.00,305.00,305.90,305.90,310.55,1160,21937,6842387.00,
500165,KANSAI NERO ,A ,Q,266.85,269.00,260.95,265.05,265.00,265.95,298,25285,6649395.00,
500166,GOODRICKE   ,XC,Q,160.80,160.90,157.00,157.70,157.20,159.10,83,6760,1068705.00,
500168,GOODYEAR (I),B ,Q,461.10,462.00,453.10,456.40,456.40,460.60,65,1149,526440.00,
500170,GTN INDUS   ,B ,Q,10.60,11.92,10.60,11.82,11.89,11.69,10,644,7028.00,
500171,GHCL LTD    ,B ,Q,104.60,109.80,103.10,103.75,103.75,104.10,636,38408,4116374.00,
500173,GUJ.FLOURO  ,B ,Q,430.00,434.00,421.00,425.25,422.60,433.00,338,92823,40023737.00,
500174,GUJ.LEASE   ,T ,Q,2.75,2.75,2.75,2.75,2.75,2.62,2,984,2706.00,
500179,HCL INFOSYS ,B ,Q,34.70,35.15,34.20,34.40,34.40,34.25,1040,204304,7089346.00,
500180,HDFC BANK   ,A ,Q,952.10,957.40,942.00,946.70,946.70,949.50,2814,103799,98520224.00,
500182,HEROMOTOCO  ,A ,Q,2621.00,2641.30,2593.25,2623.30,2623.30,2623.45,1710,16503,43074199.00,
500183,HIMACHAL FUT,B ,Q,16.95,17.35,16.25,17.10,17.10,16.65,1383,1003572,16818034.00,
500184,HIMADRI CHEM,B ,Q,15.34,15.87,15.26,15.43,15.43,15.30,761,324632,5017540.00,
500185,HIND.CONSTN.,A ,Q,17.50,17.60,17.10,17.20,17.20,17.35,882,614911,10652176.00,
500186,HIND.OIL EXP,B ,Q,27.50,27.90,27.05,27.35,27.35,27.40,390,61395,1684838.00,
500187,HSIL        ,B ,Q,229.00,230.00,224.95,227.85,228.50,230.50,119,4473,1017875.00,
500188,HINDUS.ZI   ,A ,Q,163.40,164.60,162.00,163.70,163.70,163.75,627,29110,4757106.00,
500189,HINDUJA VENT,B ,Q,388.00,392.00,386.00,390.60,391.00,386.50,31,1106,430943.00,
500191,HMT LTD.    ,B ,Q,38.50,39.25,37.40,38.05,38.05,38.90,126,16095,620995.00,
500192,PRAG BOSIMI ,XT,Q,6.62,6.74,6.40,6.55,6.55,6.43,21,13116,87107.00,
500193,HOTEL LEELA.,B ,Q,16.70,17.25,16.65,16.95,16.85,17.00,76,24704,420884.00,
500199,I.G.PETRO   ,B ,Q,84.30,86.40,82.70,83.40,83.40,85.10,91,5856,488813.00,
500201,IND.GLYCOLS ,B ,Q,67.00,67.90,67.00,67.55,67.80,67.55,64,4126,278418.00,
500202,IND.LEAS.DEV,XD,Q,8.00,8.00,8.00,8.00,8.00,8.29,1,400,3200.00,
500207,INDO RAMA   ,B ,Q,25.35,25.80,24.95,25.10,24.95,25.85,37,2947,74921.00,
500209,INFOSYS LTD ,A ,Q,1125.00,1130.40,1102.00,1111.25,1111.25,1125.40,3751,289872,320696629.00,
500210,INGERSOLL   ,B ,Q,608.50,615.00,602.50,609.25,612.00,608.75,96,1183,719686.00,
500211,INSILCO LTD.,XT,Q,16.30,16.90,16.00,16.90,16.90,16.15,4,525,8421.00,
500213,INTER.TRAVEL,XC,Q,168.30,168.30,165.50,166.10,166.00,165.10,21,344,57426.00,
500214,ION EXCHANGE,XT,Q,262.10,273.50,260.00,260.70,260.00,262.30,74,3255,862593.00,
500215,AGRO TECH FO,B ,Q,475.50,489.30,460.60,479.80,486.00,475.10,75,3361,1592287.00,
500219,JAIN IRRIG  ,A ,Q,55.40,55.80,54.45,54.70,54.70,54.90,2306,630120,34703057.00,
500220,JASCH INDUST,XD,Q,35.90,35.95,32.80,32.90,32.80,36.40,63,6723,226221.00,
500222,JCT ELECTRON,B ,Q,0.34,0.34,0.34,0.34,0.34,0.33,1,100,34.00,
500223,JCT LTD     ,XC,Q,5.11,5.28,4.87,4.87,4.87,5.12,515,527377,2591802.00,
500227,JINDAL POLYF,B ,Q,408.00,409.25,394.45,396.45,397.10,408.10,735,10262,4123856.00,
500228,JSWSL       ,A ,Q,1107.00,1139.00,1107.00,1124.95,1124.95,1108.90,4145,91437,102739767.00,
500231,UMANG DAIR  ,B ,Q,57.50,58.50,56.50,57.45,57.90,57.15,69,1849,106412.00,
