SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1102.50,1112.00,1093.45,1106.15,1106.15,1099.50,742,5724,6321830.00,
500003,AEGIS LOGIS ,B ,Q,87.90,88.00,85.95,86.60,86.90,85.85,117,5432,472789.00,
500008,AMAR RAJA BA,A ,Q,894.00,903.80,870.00,890.90,890.90,885.05,2382,24186,21509471.00,
500009,A.SARABHAI  ,XD,Q,4.70,5.42,4.70,5.06,5.06,4.99,93,25827,132784.00,
500010,HDFC        ,A ,Q,1060.75,1063.80,1049.00,1058.35,1058.35,1060.75,2050,66060,69981051.00,
500012,ANDHRA PETRO,XC,Q,13.03,13.03,11.55,13.03,13.03,10.86,231,92315,1194886.00,
500013,ANSAL INFRAS,B ,Q,15.80,16.50,15.80,15.95,15.90,15.80,112,16692,267600.00,
500014,APPLE FINANC,XD,Q,2.28,2.49,2.28,2.28,2.28,2.30,14,3332,7598.00,
500020,BOM DYEING  ,B ,Q,41.60,43.20,41.50,42.45,42.45,41.30,1254,161423,6850269.00,
500024,ASSAMCO     ,B ,Q,4.90,4.90,4.65,4.69,4.69,4.91,258,211302,1004294.00,
500027,ATUL LTD.   ,A ,Q,1397.00,1425.00,1377.95,1400.95,1400.95,1397.05,134,794,1115378.00,
500028,ATV PROJECTS,XT,Q,8.75,9.38,8.66,8.68,8.99,9.10,37,6121,53901.00,
500030,AUTORID.FIN ,T ,Q,1.18,1.18,1.18,1.18,1.18,1.17,2,500,590.00,
500031,BAJAJ ELECT.,A ,Q,169.90,170.00,166.00,167.65,167.55,167.25,392,25533,4289572.00,
500032,BAJAJHIND   ,B ,Q,14.65,14.85,14.50,14.65,14.65,14.60,332,207595,3045647.00,
500033,FORCE MOTR  ,B ,Q,2370.00,2405.00,2335.00,2361.50,2361.50,2358.00,3100,35155,83430526.00,
500034,BAJFINANCE  ,A ,Q,6080.00,6080.00,5860.00,6007.75,6007.75,6048.75,866,3311,19792533.00,
500038,BALRAM.CHINI,A ,Q,80.05,81.35,78.70,80.00,80.00,80.05,894,107752,8636805.00,
500039,BANCO PROD. ,B ,Q,97.00,98.00,95.00,95.20,95.70,96.50,286,13504,1301198.00,
500040,CENTURY TEXT,A ,Q,455.00,468.30,455.00,466.20,466.20,452.40,3636,93007,42991024.00,
500041,BANNARI AMAN,B ,Q,1040.75,1069.75,1030.00,1042.00,1069.75,1070.00,12,14,14609.00,
500042,BASF INDIA  ,B ,Q,797.00,797.00,770.00,773.50,773.50,796.05,390,2270,1763186.00,
500043,BATA INDIA  ,A ,Q,490.00,500.00,485.75,488.60,488.60,485.70,1336,26606,13118346.00,
500048,BEML LTD    ,A ,Q,983.80,1047.70,980.00,1040.45,1040.45,973.10,6406,74823,76464344.00,
500049,BHARAT ELECT,A ,Q,1135.00,1173.90,1129.95,1157.95,1157.95,1130.55,2834,33159,38389384.00,
500051,BHAG GAS    ,Z ,Q,1.00,1.00,1.00,1.00,1.00,1.00,1,500,500.00,
500052,BHANSALI ENG,B ,Q,17.00,17.65,16.95,17.15,17.15,17.25,131,56845,979306.00,
500055,BHUSH STEEL ,A ,Q,35.30,35.30,34.70,34.85,34.85,34.90,255,32576,1139418.00,
500058,BIHAR SPONGE,XT,Q,2.68,2.68,2.68,2.68,2.68,2.82,8,1710,4582.00,
500059,BINANI IND. ,B ,Q,53.55,55.50,53.55,54.85,54.95,53.55,40,2999,164380.00,
500060,BIRLA ERIC. ,T ,Q,36.00,36.40,35.05,35.35,35.05,34.70,53,43860,1585481.00,
500067,BLUE STAR   ,B ,Q,327.00,328.50,324.00,324.90,324.90,326.60,46,478,155649.00,
500068,DISA INDIA  ,XC,Q,4000.00,4100.00,4000.00,4090.00,4090.00,3982.50,9,53,214705.00,
500069,BNK CAPITAL ,XD,Q,24.25,24.25,24.25,24.25,24.25,25.45,3,625,15156.00,
500074,BPL LTD.    ,B ,Q,29.00,29.90,28.80,29.15,29.15,27.85,558,107265,3139123.00,
500078,CAMPH.& ALL ,XC,Q,480.40,480.90,457.70,473.10,465.20,465.80,43,562,263716.00,
500083,CENTURY EXT ,B ,Q,2.00,2.00,1.90,1.90,1.90,2.00,21,25124,48909.00,
500084,CESC LTD.   ,A ,Q,435.00,450.80,432.00,446.40,445.70,433.05,1465,20661,9138022.00,
500085,CHAMBAL FERT,B ,Q,56.95,58.75,56.00,58.50,58.50,55.70,578,73734,4271821.00,
500086,EXIDE IND.  ,A ,Q,127.00,129.50,126.50,129.00,129.00,126.85,1538,175099,22575854.00,
500087,CIPLA LTD.  ,A ,Q,534.80,534.80,525.00,530.50,530.50,523.05,1596,59269,31394306.00,
500089,DIC INDIA   ,B ,Q,531.50,553.25,531.50,543.75,532.50,549.00,70,959,524439.00,
500092,CRISIL LTD  ,A ,Q,1817.00,1824.00,1800.00,1806.50,1800.00,1817.30,37,296,536694.00,
500093,CROMPT.GREAV,A ,Q,130.50,139.10,130.00,138.45,138.45,129.35,21724,5620107,750070819.00,
500096,DABUR (I)   ,A ,Q,245.00,250.00,243.75,248.65,250.00,244.25,711,24785,6101432.00,
500097,DALMIASUG   ,B ,Q,63.50,64.80,63.25,63.25,63.25,63.35,22,1604,102628.00,
