SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1220.00,1235.00,1216.00,1224.70,1224.90,1209.40,1008,4545,5567814.00,
500003,AEGIS LOGIS ,B ,Q,129.00,130.20,127.40,128.45,128.45,127.30,960,66305,8540392.00,
500008,AMAR RAJA BA,A ,Q,884.00,888.80,863.35,868.60,870.35,875.95,1676,20613,18031255.00,
500009,A.SARABHAI  ,XD,Q,7.44,7.74,7.22,7.42,7.42,7.44,62,25592,190820.00,
500010,HDFC        ,A ,Q,1254.00,1266.00,1243.75,1252.70,1255.00,1247.60,3503,70472,88410577.00,
500012,ANDHRA PETRO,XC,Q,13.40,13.73,13.36,13.58,13.52,13.31,158,56581,768448.00,
500013,ANSAL INFRAS,B ,Q,22.35,22.40,21.65,21.85,21.85,22.05,288,37185,823025.00,
500014,APPLE FINANC,XD,Q,2.44,2.44,2.15,2.26,2.39,2.30,34,7250,16335.00,
500020,BOM DYEING  ,B ,Q,46.05,47.60,45.90,46.30,46.30,45.95,2020,493042,23022167.00,
500023,ASIANHOTNR  ,B ,Q,110.00,110.00,110.00,110.00,110.00,109.35,1,140,15400.00,
500024,ASSAMCO     ,B ,Q,6.35,6.44,5.95,6.11,6.11,6.30,403,339424,2102483.00,
500027,ATUL LTD.   ,A ,Q,1886.05,2087.70,1886.05,2046.15,2046.15,1936.95,2875,28298,57605514.00,
500028,ATV PROJECTS,XT,Q,6.71,7.19,6.71,7.00,7.00,7.04,17,3341,23110.00,
500029,AUTOLITE(I) ,B ,Q,61.40,67.75,58.85,60.80,60.80,58.75,976,70280,4530082.00,
500031,BAJAJ ELECT.,A ,Q,234.00,239.25,231.50,237.40,237.40,229.75,1416,60522,14266884.00,
500032,BAJAJHIND   ,B ,Q,21.85,22.05,21.15,21.20,21.20,21.55,1888,1126680,24370398.00,
500033,FORCE MOTR  ,B ,Q,3072.15,3078.00,3038.55,3044.75,3044.75,3036.90,3439,45818,140058452.00,
500034,BAJFINANCE  ,A ,Q,7704.20,8035.10,7678.30,7989.15,7979.50,7681.90,1481,7436,58440299.00,
500038,BALRAM.CHINI,A ,Q,126.00,128.40,125.60,126.10,126.10,123.85,3414,402635,50982077.00,
500039,BANCO PROD. ,B ,Q,145.50,155.00,144.15,153.25,153.25,143.95,2613,163005,24557448.00,
500040,CENTURY TEXT,A ,Q,649.10,663.65,648.55,659.65,659.15,647.35,5548,177787,116811906.00,
500041,BANNARI AMAN,B ,Q,2190.00,2225.00,2120.00,2143.10,2177.95,2162.00,112,603,1313835.00,
500042,BASF INDIA  ,B ,Q,1070.00,1140.35,1058.00,1128.70,1128.70,1086.90,1682,13755,15226416.00,
500043,BATA INDIA  ,A ,Q,555.00,555.70,542.70,545.65,545.65,551.30,1052,18055,9928282.00,
500048,BEML LTD    ,A ,Q,859.95,871.00,850.55,853.40,853.40,852.10,1976,28981,24945925.00,
500049,BHARAT ELECT,A ,Q,1275.00,1285.15,1260.25,1267.80,1267.80,1270.05,1872,24291,30923931.00,
500051,BHAG GAS    ,Z ,Q,0.59,0.59,0.59,0.59,0.59,0.59,1,100,59.00,
500052,BHANSALI ENG,B ,Q,19.95,20.35,19.65,19.80,19.90,19.75,197,65939,1320893.00,
500055,BHUSH STEEL ,A ,Q,39.60,42.50,39.60,40.55,40.55,39.15,2176,265154,10945474.00,
500058,BIHAR SPONGE,XT,Q,2.38,2.57,2.38,2.57,2.57,2.50,11,4360,10387.00,
500059,BINANI IND. ,B ,Q,85.70,87.25,82.60,83.35,83.35,86.85,2516,133792,11311129.00,
500060,BIRLA ERIC. ,T ,Q,37.00,37.00,35.75,36.45,36.20,36.80,21,2850,104257.00,
500067,BLUE STAR   ,B ,Q,436.00,441.90,434.15,437.90,437.90,434.85,215,3028,1324944.00,
500068,DISA INDIA  ,XC,Q,4045.00,4189.00,4045.00,4100.00,4100.00,4050.00,8,19,77589.00,
500074,BPL LTD.    ,B ,Q,36.55,37.15,35.50,35.65,35.50,36.30,387,63421,2305078.00,
500078,CAMPH.& ALL ,XC,Q,520.00,530.00,511.05,524.80,526.00,510.00,73,2235,1171776.00,
500083,CENTURY EXT ,B ,Q,2.17,2.25,2.16,2.22,2.23,2.25,19,17500,38335.00,
500084,CESC LTD.   ,A ,Q,586.50,599.00,586.00,596.35,596.35,584.30,1270,20638,12265289.00,
500085,CHAMBAL FERT,B ,Q,69.95,73.40,69.45,71.45,71.45,69.15,4381,583160,42023536.00,
500086,EXIDE IND.  ,A ,Q,165.00,172.00,164.60,169.65,169.65,164.50,1750,190360,31683877.00,
500087,CIPLA LTD.  ,A ,Q,505.15,506.80,499.70,501.45,501.45,501.30,4350,173365,87375724.00,
500089,DIC INDIA   ,B ,Q,596.25,602.65,588.00,590.60,594.50,592.65,69,985,584318.00,
500092,CRISIL LTD  ,A ,Q,2030.00,2062.00,2010.10,2014.35,2014.35,2023.15,148,814,1649277.00,
500093,CROMPT.GREAV,A ,Q,72.75,74.20,72.35,73.75,73.75,71.90,2746,806381,59391712.00,
500096,DABUR (I)   ,A ,Q,309.50,310.00,304.65,308.20,308.20,304.65,1801,72232,22245320.00,
500097,DALMIASUG   ,B ,Q,145.90,157.00,145.00,146.75,146.75,141.00,3628,244512,36345513.00,
500101,ARVIND Ltd  ,A ,Q,327.00,331.20,326.50,328.35,328.35,327.10,2778,131778,43341390.00,
500102,BALARPUR IND,B ,Q,16.10,16.70,15.95,16.30,16.30,15.85,471,392101,6379708.00,
500103,BHEL        ,A ,Q,123.20,128.45,123.20,127.65,127.65,121.95,12291,1972065,249248803.00,
500104,HIND.PETRO  ,A ,Q,990.00,1001.70,983.50,995.95,995.95,988.50,5438,157121,156022011.00,
500106,IFCI LTD    ,A ,Q,26.30,27.05,26.10,26.75,26.75,26.20,2331,2005426,53422918.00,
500108,MAHA.TELE   ,B ,Q,22.35,22.90,22.15,22.30,22.30,22.05,1352,593101,13322958.00,
500109,MRPL        ,A ,Q,66.25,68.35,66.25,67.85,67.85,65.80,1570,170755,11548516.00,
500110,CHENNAI PET.,B ,Q,199.80,199.80,195.10,197.30,197.30,197.05,1837,98569,19419995.00,
500111,REL.CAP.    ,A ,Q,392.90,405.50,392.55,400.05,400.05,391.25,11247,592301,236643347.00,
500112,STATE BANK  ,A ,Q,220.00,221.80,217.90,218.65,218.65,217.20,18603,2125658,467803691.00,
500113,STEEL AUTH. ,A ,Q,44.00,45.80,44.00,45.15,45.15,43.65,2445,667930,29858474.00,
500114,TITAN       ,A ,Q,396.00,408.95,396.00,404.70,404.70,396.30,3210,119993,48286151.00,
500116,IDBI BANK L ,A ,Q,69.70,70.40,69.45,69.75,69.75,69.10,1967,467685,32725823.00,
500117,DCW LTD.    ,B ,Q,32.80,33.10,31.30,31.45,31.45,32.45,2055,608335,19534559.00,
500119,DHAMPUR SUGA,B ,Q,122.60,127.30,120.00,121.35,121.35,120.45,3998,428409,53060430.00,
500120,DIAMINES&CHM,XD,Q,39.20,39.20,38.20,38.25,38.25,39.40,5,382,14622.00,
500123,ELANTAS     ,B ,Q,1540.00,1670.00,1510.00,1650.95,1650.95,1528.20,1341,19411,31061134.00,
500124,DR.REDDY'S  ,A ,Q,3310.00,3396.70,3310.00,3383.50,3383.50,3272.95,4198,36379,121889556.00,
500125,E.I.D.PAR   ,A ,Q,248.00,254.00,247.30,252.05,252.05,243.05,2003,131350,32953532.00,
500126,MERCK LTD   ,B ,Q,705.00,707.00,701.00,704.85,705.00,700.65,92,2833,1996257.00,
500128,ELEC.CASTING,B ,Q,18.45,18.70,18.15,18.45,18.45,18.25,289,114784,2112041.00,
500132,EMPEE SUGARS,XD,Q,7.91,7.91,7.91,7.91,7.91,7.91,15,10315,81591.00,
