SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1290.00,1299.70,1262.30,1267.50,1267.50,1291.60,1004,5532,7043939.00,
500003,AEGIS LOGIS ,B ,Q,114.90,119.90,114.40,117.35,117.35,115.20,1883,115043,13600645.00,
500008,AMAR RAJA BA,A ,Q,961.00,961.00,945.00,957.40,957.40,953.70,1513,19605,18708093.00,
500009,A.SARABHAI  ,XD,Q,10.88,10.88,10.38,10.50,10.50,10.59,124,105323,1109280.00,
500010,HDFC        ,A ,Q,1097.95,1097.95,1079.05,1092.75,1092.75,1088.80,7752,206820,225321912.00,
500012,ANDHRA PETRO,XC,Q,15.40,15.80,15.25,15.40,15.40,15.87,93,51277,792232.00,
500013,ANSAL INFRAS,B ,Q,18.05,18.95,18.05,18.85,18.85,19.05,98,11932,224003.00,
500014,APPLE FINANC,XD,Q,2.26,2.26,2.07,2.11,2.15,2.26,28,9401,19912.00,
500020,BOM DYEING  ,B ,Q,48.65,50.75,48.65,49.90,49.90,49.15,1443,316075,15762935.00,
500023,ASIANHOTNR  ,B ,Q,112.90,113.00,110.00,112.00,112.00,111.90,7,169,19046.00,
500024,ASSAMCO     ,B ,Q,6.00,6.10,5.90,5.93,5.93,6.00,169,189283,1132769.00,
500027,ATUL LTD.   ,A ,Q,1790.00,1790.00,1703.70,1723.10,1723.10,1798.65,1336,10045,17347350.00,
500028,ATV PROJECTS,XT,Q,7.11,7.77,7.08,7.10,7.08,7.45,19,4015,28726.00,
500029,AUTOLITE(I) ,B ,Q,57.35,57.35,55.05,55.50,55.05,56.65,18,2304,128628.00,
500031,BAJAJ ELECT.,A ,Q,228.40,233.50,225.90,231.00,231.00,228.80,893,33141,7615240.00,
500032,BAJAJHIND   ,B ,Q,20.00,20.30,19.80,20.00,20.00,19.85,1515,849590,17046130.00,
500033,FORCE MOTR  ,B ,Q,3504.00,3549.00,3457.00,3506.00,3506.00,3493.50,13983,217691,764234903.00,
500034,BAJFINANCE  ,A ,Q,6813.40,7102.40,6769.05,7049.15,7085.00,6832.20,1550,5753,40353391.00,
500038,BALRAM.CHINI,A ,Q,108.60,110.70,106.20,108.10,108.10,107.15,4933,515496,55880511.00,
500039,BANCO PROD. ,B ,Q,132.00,132.30,130.10,130.50,130.50,132.70,127,6655,873063.00,
500040,CENTURY TEXT,A ,Q,635.00,644.50,630.90,638.55,638.55,638.45,5407,161446,102921986.00,
500041,BANNARI AMAN,B ,Q,1760.25,1848.00,1747.00,1832.00,1815.00,1790.25,69,409,740445.00,
500042,BASF INDIA  ,B ,Q,910.00,922.45,900.00,908.25,908.25,905.00,268,1497,1361691.00,
500043,BATA INDIA  ,A ,Q,587.00,596.20,577.00,580.00,580.00,586.05,2239,35605,20856691.00,
500048,BEML LTD    ,A ,Q,919.00,926.00,910.15,918.20,916.55,919.35,912,9769,8985382.00,
500049,BHARAT ELECT,A ,Q,1185.00,1198.80,1174.00,1186.45,1193.00,1182.75,1198,11087,13176893.00,
500051,BHAG GAS    ,Z ,Q,0.60,0.60,0.60,0.60,0.60,0.63,3,1100,660.00,
500052,BHANSALI ENG,B ,Q,19.00,19.00,18.70,18.75,18.80,18.80,82,10312,194344.00,
500055,BHUSH STEEL ,A ,Q,40.00,40.50,39.60,39.95,39.85,39.95,426,57274,2299143.00,
500058,BIHAR SPONGE,XT,Q,2.85,2.95,2.67,2.69,2.67,2.81,19,9902,27614.00,
500059,BINANI IND. ,B ,Q,66.70,67.95,66.70,66.75,66.75,67.25,19,1117,74628.00,
500060,BIRLA ERIC. ,T ,Q,35.00,35.15,34.70,35.15,35.15,33.50,17,1866,65108.00,
500067,BLUE STAR   ,B ,Q,427.90,428.00,416.05,419.40,419.40,425.85,243,2645,1119641.00,
500068,DISA INDIA  ,XC,Q,3970.00,4025.00,3970.00,4025.00,4025.00,3960.00,16,193,772551.00,
500069,BNK CAPITAL ,XD,Q,33.50,33.50,30.50,32.00,32.00,32.10,17,1013,31939.00,
500074,BPL LTD.    ,B ,Q,29.00,29.65,29.00,29.45,29.45,29.60,77,8500,250004.00,
500078,CAMPH.& ALL ,XC,Q,587.00,590.00,583.00,588.75,586.00,587.10,52,2205,1291729.00,
500083,CENTURY EXT ,B ,Q,1.93,1.96,1.93,1.96,1.96,1.88,8,7680,14886.00,
500084,CESC LTD.   ,A ,Q,540.00,546.55,534.85,542.90,542.90,537.55,1040,16787,9090018.00,
500085,CHAMBAL FERT,B ,Q,61.00,64.45,60.35,63.70,63.70,60.85,1668,197936,12495120.00,
500086,EXIDE IND.  ,A ,Q,147.30,147.30,143.15,143.60,143.60,147.05,1498,130749,18945015.00,
500087,CIPLA LTD.  ,A ,Q,538.00,544.45,535.20,538.30,538.30,537.00,3380,293764,158591909.00,
500089,DIC INDIA   ,B ,Q,580.00,580.00,564.00,564.75,564.00,582.25,73,1425,812582.00,
500092,CRISIL LTD  ,A ,Q,1965.00,2000.00,1948.35,1995.05,2000.00,1965.50,475,4014,7929155.00,
500093,CROMPT.GREAV,A ,Q,57.50,58.80,56.20,57.05,57.05,57.70,2490,572608,32784823.00,
500096,DABUR (I)   ,A ,Q,276.50,299.90,274.85,295.85,295.85,275.55,6577,279848,80835915.00,
500097,DALMIASUG   ,B ,Q,96.70,99.20,95.85,97.30,97.30,96.60,414,39531,3867722.00,
500101,ARVIND Ltd  ,A ,Q,276.80,289.05,275.50,286.80,286.80,277.25,4093,181138,51336319.00,
500102,BALARPUR IND,B ,Q,17.45,17.45,16.85,17.00,17.00,17.29,607,328613,5605335.00,
500103,BHEL        ,A ,Q,125.25,128.90,123.75,127.80,127.80,125.40,5359,670371,85082872.00,
500104,HIND.PETRO  ,A ,Q,847.00,847.95,832.00,841.15,841.15,834.40,3108,66129,55581119.00,
500106,IFCI LTD    ,A ,Q,25.45,25.45,25.00,25.25,25.25,25.45,693,458974,11555037.00,
500108,MAHA.TELE   ,B ,Q,18.55,19.20,18.50,18.85,18.85,18.30,1368,435053,8224044.00,
500109,MRPL        ,A ,Q,67.40,69.50,67.40,69.20,69.15,67.55,590,83402,5742772.00,
500110,CHENNAI PET.,B ,Q,213.40,213.85,210.25,211.70,211.70,213.75,1365,56356,11938135.00,
500111,REL.CAP.    ,A ,Q,404.00,407.95,400.70,402.70,402.70,403.85,7502,356508,144092838.00,
500112,STATE BANK  ,A ,Q,188.00,188.50,186.00,186.40,186.40,188.95,14564,1384041,258811955.00,
500113,STEEL AUTH. ,A ,Q,47.40,47.85,46.65,47.35,47.35,47.30,1855,517415,24505541.00,
500114,TITAN       ,A ,Q,361.00,368.80,357.25,366.55,366.50,355.40,3830,93977,34343662.00,
500116,IDBI BANK L ,A ,Q,68.90,69.20,68.05,68.65,68.65,69.20,2207,536558,36853771.00,
500117,DCW LTD.    ,B ,Q,28.80,29.90,28.70,29.35,29.35,28.90,1239,355675,10425633.00,
500119,DHAMPUR SUGA,B ,Q,89.60,91.40,88.40,89.35,89.35,88.40,1693,151398,13632246.00,
500120,DIAMINES&CHM,XD,Q,38.00,38.00,38.00,38.00,38.00,38.70,1,10,380.00,
500123,ELANTAS     ,B ,Q,1340.00,1349.75,1320.00,1333.50,1320.25,1342.25,55,377,504125.00,
500124,DR.REDDY'S  ,A ,Q,3065.10,3076.05,3002.00,3012.10,3012.10,3094.30,2286,18232,55211483.00,
500125,E.I.D.PAR   ,A ,Q,230.95,231.00,225.00,228.00,228.00,229.65,645,26713,6083313.00,
500126,MERCK LTD   ,B ,Q,673.75,673.75,667.00,669.75,669.75,667.00,73,1008,674951.00,
500128,ELEC.CASTING,B ,Q,18.95,19.20,18.75,18.80,18.80,18.90,155,53017,1002891.00,
500132,EMPEE SUGARS,XD,Q,5.73,6.29,5.71,6.10,6.10,6.09,24,10418,63850.00,
500133,ESAB INDIA  ,B ,Q,590.00,590.00,580.00,580.00,580.00,594.00,12,462,271481.00,
500135,ESSEL PROP  ,B ,Q,181.80,189.85,181.80,186.60,185.40,181.90,576,40432,7555542.00,
500136,ESTER INDUS.,B ,Q,61.80,63.70,61.20,61.50,61.50,61.75,489,18999,1182007.00,
500139,FEDDER.LLYOD,B ,Q,80.00,81.90,79.20,80.65,80.65,80.55,343,25698,2076937.00,
500141,FERRO ALLOYS,XD,Q,4.75,5.00,4.72,4.97,5.00,4.95,27,19870,98673.00,
500142,FGP LTD.    ,XD,Q,2.97,2.97,2.97,2.97,2.97,2.97,2,450,1336.00,
500144,FINOL. CABLE,A ,Q,282.60,284.00,279.00,282.15,282.20,283.95,215,6417,1804996.00,
500147,CMI FPE     ,XC,Q,481.00,549.00,481.00,542.70,542.70,468.30,162,3241,1684565.00,
500148,UFLEX LTD   ,B ,Q,177.00,177.30,175.20,176.35,176.40,176.90,207,7775,1370552.00,
500150,FOSECO INDIA,B ,Q,1390.00,1390.00,1380.00,1389.00,1389.00,1382.00,9,32,44330.00,
500151,GOLDEN TOB  ,B ,Q,41.00,41.00,40.50,40.60,40.60,41.40,7,893,36248.00,
500153,GANESH BENZO,XD,Q,21.75,21.75,20.85,21.00,20.85,21.65,32,8703,183088.00,
500155,GARDEN SILK ,B ,Q,23.50,24.45,23.45,24.15,24.15,23.60,45,6968,168000.00,
500159,METROGLOBL  ,XC,Q,67.00,70.35,66.50,66.70,66.70,68.90,10,748,50246.00,
500160,GTL LTD.    ,B ,Q,12.27,12.49,12.04,12.11,12.10,12.20,60,10327,127480.00,
500162,PARRYSUGR   ,B ,Q,43.25,43.80,42.50,43.80,43.80,41.75,30,8068,349766.00,
500163,GODFREY PH  ,B ,Q,894.60,914.40,891.00,898.05,898.05,905.10,2628,35845,32382107.00,
500164,GODREJ IND  ,A ,Q,349.70,356.20,347.25,354.55,355.50,348.75,586,17567,6217519.00,
500165,KANSAI NERO ,A ,Q,287.05,294.35,285.10,291.85,291.85,286.10,788,14469,4187303.00,
500166,GOODRICKE   ,XC,Q,180.10,183.90,179.00,182.50,183.90,180.20,255,22151,4024781.00,
500168,GOODYEAR (I),B ,Q,505.25,509.00,500.00,502.00,502.00,504.70,115,2650,1331529.00,
500170,GTN INDUS   ,B ,Q,10.12,10.60,10.00,10.15,10.15,10.20,16,1420,14283.00,
500171,GHCL LTD    ,B ,Q,132.75,132.80,130.00,131.55,131.80,131.60,501,24901,3267754.00,
500173,GUJ.FLOURO  ,B ,Q,560.00,580.00,560.00,569.50,566.00,556.80,627,12501,7122942.00,
500174,GUJ.LEASE   ,B ,Q,1.60,1.74,1.59,1.74,1.74,1.66,5,1825,2917.00,
500179,HCL INFOSYS ,B ,Q,41.80,42.50,40.70,42.15,42.15,41.50,2441,578563,24125480.00,
500180,HDFC BANK   ,A ,Q,1130.00,1130.70,1115.00,1117.95,1117.95,1133.45,1890,40322,45279525.00,
500182,HEROMOTOCO  ,A ,Q,2899.40,2930.00,2887.55,2907.70,2930.00,2901.30,1676,14464,41998031.00,
500183,HIMACHAL FUT,B ,Q,18.30,18.40,17.95,18.10,18.10,18.35,1193,1077087,19514726.00,
500184,HIMADRI CHEM,B ,Q,18.05,18.85,18.00,18.45,18.45,18.05,656,646282,11964885.00,
500185,HIND.CONSTN.,A ,Q,20.80,20.80,20.30,20.50,20.50,20.90,807,411516,8433783.00,
500186,HIND.OIL EXP,B ,Q,36.20,37.00,36.00,36.35,36.35,36.55,798,158350,5746162.00,
500187,HSIL        ,B ,Q,299.20,299.20,290.15,290.35,290.20,297.20,158,4548,1323020.00,
500188,HINDUS.ZI   ,A ,Q,171.00,176.00,170.20,174.10,174.10,171.85,1613,82858,14458039.00,
500189,HINDUJA VENT,B ,Q,447.00,447.00,437.40,439.10,439.10,441.00,25,1218,535823.00,
500191,HMT LTD.    ,B ,Q,45.40,46.15,45.10,45.60,45.95,45.65,140,16933,774860.00,
500192,PRAG BOSIMI ,XT,Q,5.00,5.00,5.00,5.00,5.00,5.09,2,1000,5000.00,
500193,HOTEL LEELA.,B ,Q,17.60,17.90,17.60,17.85,17.85,17.75,69,19839,351950.00,
500199,I.G.PETRO   ,B ,Q,129.70,135.20,125.10,134.60,134.20,127.20,415,28916,3831465.00,
500201,IND.GLYCOLS ,B ,Q,87.00,88.00,85.65,86.70,87.45,86.40,102,7888,685869.00,
500202,IND.LEAS.DEV,XD,Q,14.45,14.45,14.45,14.45,14.45,13.77,1,1,14.00,
500206,MARGO FIN   ,XT,Q,15.00,15.00,14.52,15.00,15.00,14.75,8,1305,19431.00,
500207,INDO RAMA   ,B ,Q,31.50,32.80,30.05,32.05,32.40,31.35,208,20950,659834.00,
500209,INFOSYS LTD ,A ,Q,1214.00,1214.00,1196.30,1200.65,1200.65,1210.85,6201,116483,139936454.00,
500210,INGERSOLL   ,B ,Q,695.00,695.00,683.25,687.40,687.40,689.70,315,2740,1887242.00,
500211,INSILCO LTD.,XT,Q,17.50,18.55,17.40,18.50,18.50,18.10,17,6225,113695.00,
500213,INTER.TRAVEL,XC,Q,177.00,177.00,174.00,175.50,175.50,178.00,72,7142,1251674.00,
500214,ION EXCHANGE,XT,Q,331.80,334.90,326.00,331.40,332.00,328.00,33,1945,642752.00,
500215,AGRO TECH FO,B ,Q,465.00,472.00,460.00,465.60,465.00,459.80,66,94950,44519536.00,
500219,JAIN IRRIG  ,A ,Q,60.00,62.50,60.00,62.10,62.10,61.15,1083,322302,19890408.00,
500220,JASCH INDUST,XD,Q,42.85,43.00,41.00,41.15,41.00,41.90,30,5561,230041.00,
500222,JCT ELECTRON,B ,Q,0.31,0.33,0.31,0.31,0.31,0.32,19,43652,13576.00,
500223,JCT LTD     ,XC,Q,4.11,4.11,3.92,3.96,3.99,4.11,352,485886,1942682.00,
500227,JINDAL POLYF,B ,Q,492.60,498.50,483.25,493.05,493.05,487.70,940,10192,5021033.00,
500228,JSWSL       ,A ,Q,1364.60,1375.00,1361.00,1365.75,1365.75,1371.95,2894,49107,67210209.00,
500231,UMANG DAIR  ,B ,Q,69.00,71.75,67.70,68.55,68.55,69.95,99,9755,678249.00,
500233,KAJARIA CER.,A ,Q,1049.00,1068.80,1049.00,1060.65,1060.65,1052.25,373,16337,17250613.00,
500234,KAKATIYA CEM,B ,Q,296.00,304.00,285.00,299.40,299.40,299.90,713,29801,8894594.00,
500235,KALYANI STEL,B ,Q,170.00,170.40,166.50,167.30,167.30,170.70,512,25445,4269176.00,
500236,KANELIND    ,XT,Q,3.55,3.55,3.23,3.55,3.55,3.39,7,5600,19753.00,
500238,WHIRLPOOL   ,B ,Q,740.00,745.00,721.95,729.15,722.50,746.25,301,2321,1705667.00,
500239,KG DENIM    ,XC,Q,87.90,88.95,84.15,87.50,88.00,85.55,44,5797,503104.00,
500240,KINETIC ENG.,XD,Q,79.00,84.00,79.00,81.05,81.05,81.15,14,871,71266.00,
500241,KIRL.BROS.  ,B ,Q,130.00,131.00,128.00,130.30,129.00,128.30,221,20407,2648138.00,
500243,KIRL INDUS  ,B ,Q,609.00,639.00,608.50,623.00,638.00,622.00,14,121,75281.00,
500245,KIRL.FERROUS,XC,Q,64.30,64.30,58.50,59.05,59.05,63.70,788,164019,9938310.00,
500246,ENVAIN ELECT,XD,Q,21.85,22.80,21.85,22.80,22.80,23.00,2,200,4465.00,
500247,KOTAK MAH.BK,A ,Q,714.50,729.40,712.45,718.40,718.40,715.60,3262,102023,73476532.00,
500249,KSB PUMPS   ,B ,Q,689.75,694.50,683.50,687.25,686.00,680.75,148,2176,1498399.00,
500250,L.G.BALKRISH,B ,Q,480.00,489.90,455.00,461.70,462.00,477.00,131,3179,1485058.00,
500251,TRENT LTD.  ,A ,Q,1692.85,1710.00,1672.00,1702.70,1695.20,1691.85,159,642,1087944.00,
500252,LAKSHMI MACH,A ,Q,3515.00,3515.00,3482.55,3490.20,3482.55,3527.45,49,195,683892.00,
500253,LIC HOUS.FIN,A ,Q,461.90,464.00,458.25,460.30,460.30,462.35,2652,80579,37135836.00,
500255,LML LTD.    ,B ,Q,7.17,7.33,7.12,7.20,7.20,7.16,87,45315,327404.00,
500256,LOK.HOUS&CON,XD,Q,6.10,6.94,5.96,6.42,6.42,6.02,834,307409,2005091.00,
500257,LUPIN LTD.  ,A ,Q,1619.00,1626.85,1605.10,1617.00,1617.00,1607.75,3999,47774,77340951.00,
500259,LYKA LABS   ,B ,Q,78.45,79.15,77.60,77.90,77.60,79.10,181,10213,797217.00,
500260,RAMCOCEM    ,A ,Q,455.00,456.95,448.00,454.05,454.05,450.95,559,17964,8144192.00,
500264,MAFATLAL IND,XC,Q,300.00,305.00,296.00,302.30,305.00,299.30,36,1371,410666.00,
500265,MAH.SEAMLESS,B ,Q,197.60,203.50,194.00,202.10,202.10,203.60,342,8485,1711866.00,
500266,MAH.SCOOTER ,B ,Q,1264.00,1291.00,1242.00,1280.00,1280.00,1267.75,87,571,725769.00,
500267,MAJESTIC AUT,XD,Q,104.60,104.60,96.00,97.20,97.25,95.15,25,978,94569.00,
500268,MANALI PETRO,B ,Q,29.85,30.00,28.75,29.35,29.35,29.30,385,90209,2659488.00,
500271,MFSL        ,A ,Q,366.00,374.40,359.00,372.40,369.70,364.60,356,11387,4181641.00,
500279,MIRC ELECT  ,B ,Q,11.62,11.65,11.20,11.28,11.33,11.62,362,197699,2259319.00,
500280,CENTURY ENKA,B ,Q,198.00,202.40,198.00,201.60,201.60,200.60,503,18214,3656039.00,
500284,LORDS CHLORO,XT,Q,28.60,29.75,28.60,29.40,29.75,30.00,2,70,2059.00,
500285,SPICEJET LTD,B ,Q,72.90,75.75,72.20,74.80,74.80,74.00,14919,5502161,409189652.00,
500288,MOREPEN LAB.,B ,Q,25.70,27.10,25.15,26.65,26.65,25.55,2376,745688,19602004.00,
500290,MRF LTD.    ,A ,Q,33714.80,34764.95,33700.00,34164.50,34164.50,33791.60,1154,1922,65874774.00,
500292,HEIDEL CEM  ,B ,Q,96.00,97.00,94.80,95.50,95.50,95.70,570,41113,3933690.00,
500294,NCC         ,A ,Q,78.70,80.95,76.75,80.25,80.25,78.25,3573,587933,46468011.00,
500295,VEDL        ,A ,Q,102.95,111.60,102.35,110.80,110.80,103.75,22334,4474099,487720646.00,
500296,NAHAR SPG.  ,B ,Q,105.30,105.90,104.50,105.50,105.50,104.55,160,10785,1137520.00,
500298,NAT.PEROXIDE,XC,Q,590.00,590.00,566.25,586.75,589.00,587.00,20,376,216597.00,
500300,GRASIM IND. ,A ,Q,4065.85,4090.00,4050.00,4070.50,4076.00,4084.25,556,3535,14390034.00,
500301,NEPC INDIA  ,T ,Q,1.50,1.50,1.46,1.46,1.46,1.49,10,7400,11045.00,
500302,PEL         ,A ,Q,1191.20,1218.60,1160.00,1168.80,1168.40,1190.05,1825,13077,15399638.00,
500303,ADI BIR NUVO,A ,Q,859.75,864.00,849.50,861.50,861.50,854.75,2248,16973,14584804.00,
500304,NIIT LTD.   ,B ,Q,82.80,83.50,81.60,82.60,82.60,83.25,1189,106622,8787666.00,
